278,1101
301.95,1113
286.32,1093.3
289.64,1088.2
311.02,1077
318.83,1062
308.93,1085.1
302.05,1092.9
320.71,1092
307.77,1078.8
350.64,1053.1
473.34,1051.8
525.2,1072.9
530.73,1024.5
536.71,1007.9
538.09,1017.7
531.2,1030.5
541.38,1045.2
561.91,1056.3
536.06,1073
547.62,1041.6
526.94,1057.1
524.08,1060
564.2,1014.9
550.82,1049.3
549.2,1075.9
509.49,873.23
467.94,779.12
455.43,801.29
451.2,783.74
440.83,812.68
454.6,814.89
547.65,745.4
715.81,574.3
813.48,477.94
800.55,510.25
798.04,510.02
801.32,515.1
815.03,497.38
814.61,505.05
804.65,519.73
803.3,507.85
808.27,490.1
815.01,464.41
808.18,474.28
800.96,490.34
836.38,507.47
979.41,606.29
1176,756.76
1216.6,742.28
1218.8,755.67
1217.9,783.75
1217.4,782.32
1222.9,789.47
1239.8,843.45
1291.3,924.29
1303.3,940.48
1300.3,869.84
1294.3,848.44
1287.3,894.78
1296.4,890.47
1300,881.89
1298.2,871.03
1291.3,907.42
1306.8,895.68
1301.6,841.31
1297.1,890.62
1347.9,892.65
850.2,520.01
646.31,365.18
741.44,411.32
724.75,389.87
725.69,395.69
719.75,386.52
739.13,411.78
615.1,276.19
441.32,98.235
379.61,53.346
382.13,61.117
375.68,51.294
375.72,49.13
369.97,50.132
390.52,50.631
339.87,48.398
192.49,47.791
200.36,51.655
147.55,13.258
439.96,212.26
851.13,459.25
1077.5,626.27
1238.5,825.06
1273.6,865.61
1263.2,917.26
1252.5,916.87
1249.6,870.52
1253.7,853.17
1253.1,856.7
1249.4,858.09
1307.5,910.8
1335.9,896.67
1333,878.92
1338.3,905.91
1338.8,909.41
1335.1,918.35
1336.5,917.59
1330.7,914.83
1327,927.82
1330.9,931.48
1330.8,914.85
1328.8,927.25
1330,918.08
1300,896.31
1284.9,891.51
1298.6,864.2
1295.2,818.95
1288.7,863.85
1297.6,880.82
1293.8,831.44
1294.9,827.4
1299.6,859.48
1289.6,840.35
1295.2,840.64
1299.3,853.62
1296.6,835.31
1295,855.48
1302.3,870.28
1311.3,799.33
1306.8,784.54
1299.3,860.49
1297.5,867.65
1301.3,845.56
1298,861.94
1285,867.99
1286,857.11
1301.1,878.37
1302.7,831.32
1293.3,822.05
1290.3,874.13
1291.7,863.85
1291,826.02
1311.9,833.74
1317,793.26
1294.2,819.63
1297.8,872.69
1307.1,801.59
1227.9,716.76
1211.6,644.76
1217.8,640.5
1219.8,610.52
1221.6,590.1
1216.2,642.01
1212.8,622.6
1220.2,603.5
1222.3,634.6
1223.4,657.8
1222.1,654.84
1213,652.75
1168.4,653.53
986.62,727.18
801.84,829.78
684.66,852.18
626.99,882.49
620.81,956.6
644.64,900.37
655.14,916.05
656.92,921.96
642.93,916.6
647.13,970.19
678.02,998.88
669.93,910.48
668.53,986.24
718.25,1102
713.4,1037.3
688.01,933.65
713.88,978.44
686.33,995.55
