766,309
849.06,762.08
815.16,777.36
838.69,819.06
825.1,784.63
827.35,780.03
829.11,785.06
819.59,740.03
835.61,772.68
767.15,768.91
695.65,738.53
704.47,747.5
687.7,731.23
703.07,794.73
713.87,781.35
723.05,781.22
714.88,724.86
749.76,257.31
749.84,223.49
765.77,163.51
771.28,104.42
770.8,121.01
764.06,145.27
756.3,121.88
751.96,127.63
773.16,122.06
778.44,126.26
752.35,176.83
731.55,216.16
691.72,141
717.12,342.16
838.04,1049.9
830.31,983.39
854.43,1035.9
875.08,1050.6
856.18,1011.7
861.77,1008.3
881.89,1057.4
875.55,1025.9
886.35,1019
871.93,996.55
863.01,998.16
874.74,1057.7
861.76,897.57
824.25,478.05
805.49,217.48
803.21,210.06
785.59,207.78
791.01,236.24
780.34,238.76
796.28,213.08
794.98,255.85
817.43,417.91
894.08,949.83
931.24,1129.4
919.62,1052.1
920.32,1056.5
896.74,1042.4
885.91,1028
889.9,1057.2
901.47,1090.2
911.74,1082.5
890.46,1006.7
880.51,997.92
884.12,1050.5
903.62,1057.7
901.16,1033.7
824.75,449.44
796.77,208.41
813.59,212.63
814.62,233.47
813.98,249.56
804.76,258.69
807.51,248.11
809.55,271.52
758.82,203.32
723.47,137.79
725.73,159.59
712.55,159.84
709.77,153.57
714.15,150.42
712.9,156.1
721.1,172.42
818.69,379.93
1103.3,839.15
881.64,622.34
786.2,424.7
783.33,417.93
783.87,432.02
782.09,417.55
780.25,435.47
787.94,458.64
782.17,395.73
777.67,583.04
808.98,840.47
844.69,860.77
841.61,881.93
812.63,787.45
801.22,725.97
817.21,835.9
828.71,836.33
836.21,885.74
713.2,940.41
626.19,882.61
557.16,857.32
640.23,904.59
700.32,905.86
710.22,904.5
715.62,929.97
702.47,919.01
698.04,860.39
719.83,513.41
720.85,134.96
704.51,164.66
717.77,191.72
722.51,176.88
729.36,172.98
743.52,197.03
744.15,155.02
725.77,196.33
712.96,178.16
748.72,201.68
766.32,174.72
714.62,160.43
724.95,168.88
756.2,198.38
714.2,216.26
697.33,211.39
746.2,175.74
767.93,136.76
748.78,160.16
784.6,154.48
877.97,109.15
859.07,107.33
879.15,91.614
988.14,91.922
999.54,92.08
993.14,91.955
1001.4,92.047
998.27,91.857
1011,92.55
1015.4,89.913
1055,110.17
802.06,234.12
559.97,319.51
670.08,248.15
732.6,197.86
715.59,225.89
704.14,226.17
710.56,210.75
734.55,204.65
715.17,182.54
695.75,187.71
718.73,226.72
719.91,191.75
775.04,187.95
794.08,189.98
776.89,120.69
787.49,176.55
803.95,220.72
803.47,191.28
793.75,203.13
803.51,202.4
838.63,212.91
846.66,249.17
821.09,222.81
816.5,212.12
846.24,226.29
826.88,213.72
835.97,197.65
826.2,191.81
853.06,206.47
844.74,179.7
842.91,213.9
832.08,215.2
833.27,211.28
833,204.47
834.9,234.49
749.98,184.88
665.89,105.54
728.58,154.7
765.28,150.13
786.34,169.46
792.23,170.13
779.29,158.53
776,172.97
775.25,142.5
770.76,140.99
779.31,158
781.32,157.33
769.55,132.08
778.94,162.67
777.56,155.66
767.79,149.21
771.7,148.24
773.93,128.14
773.37,146.9
777.58,159.53
777.96,150.9
788.79,153.07
792.04,162.84
700.72,154.94
696.92,160.01
698.8,148.08
707.16,139.55
707.38,147.84
705.73,139.56
691.32,150.19
725.04,144.17
750.59,147.76
739.36,165.5
743.41,148.37
746.33,143.05
735.75,166.03
736.74,167.12
756.49,164.12
790.77,148.9
783.5,139.39
780.58,150.26
796.03,149.93
779.61,157.92
792.02,154.55
790.47,177.91
696.62,172.77
675.23,169.91
694.48,173.17
666.12,184.7
745.06,222.18
832.96,249.9
829.86,236.42
842.22,222.19
843.68,218.72
858.4,203.23
856.27,206.2
844.44,192.98
849.41,191.1
854.41,196.76
827.77,196.31
831.6,165.08
854.45,208.38
791.37,202.99
783.61,205.53
786.19,206.19
788.03,198.42
792.76,221.49
794.72,209.27
764.81,192.12
709.49,201.08
723.46,182.27
732.24,193.68
714.21,178.12
713.11,176.27
710.86,176.87
702.37,173.49
697.5,195.94
707.91,191.35
707.56,211.33
720.16,198.34
747.1,174.4
742.45,168.97
728.82,165.47
727.21,175.33
728.03,176.08
727.67,175.12
706.78,172.63
690.1,160.73
701.65,197.18
692.12,192.21
699.88,203.47
686.86,187.52
680.42,145.81
678.9,156.77
725.28,150.46
724.61,156.22
709.39,176.13
707.44,180.11
714.09,165.88
713.91,163.55
716.94,140.92
713.5,148.34
710.86,194.1
720.49,192.4
714.36,187.49
716.71,184.17
706.88,187.08
711.91,182.48
702.99,180.01
707.9,189.09
728.54,156.62
728.6,187.94
729.28,191.35
716.94,194.91
723.76,188.11
724.15,157.34
728.75,170.26
725.47,175.6
703.65,163.57
700.7,170.74
705.1,167.01
711.48,179.87
715.94,186.3
717.92,196.73
762.16,188.04
778.11,186.3
756.06,146.34
758.55,181.53
764.71,180.27
765,168.14
767.02,172.82
778.18,196.62
761.02,181.95
757.86,177.42
766.28,180.99
760.97,182.84
759.32,184.85
754.96,159.22
739.31,161.19
694.66,154.16
707.09,178.69
714.7,157.98
706.79,180.7
731.53,175.38
723.32,183.48
684.24,186.28
695.36,185.18
698.17,171.77
684.85,175.07
672.96,184.91
760.7,176.78
823.87,176.43
792.78,192.33
797.95,192.99
803.06,180.85
802.63,190.72
786.04,197.93
780.65,178.32
793.27,212.3
842.34,189.7
826.36,183.89
819.58,169.68
831.4,202.25
839.1,204.18
834.31,169.34
826.68,164.14
835.73,166.95
827.92,170.07
869.84,162.98
937.4,160.81
934.62,186.91
934.91,183.26
934.04,174.13
933.58,197.38
928.61,191.1
927.04,164.66
930.88,169.74
929.68,201.95
922.95,188.81
928.81,193
920.53,164.78
921.24,193.14
923.49,210.78
909.41,182.81
905.95,183.66
921.69,214.2
926.97,212.2
912.5,187.51
919.59,187.9
931.86,187.22
907.1,210.03
960.88,212.43
947.89,170.6
956.14,146.22
963.56,185.08
953.23,189.21
955.14,168.64
958.86,204.23
948.8,211.6
953.22,151.2
958.05,180.17
962.84,219.27
961.03,178.06
951.63,174.15
958.77,194.89
954.37,183.83
958.81,183.7
982.64,196.86
971.02,163.18
1013.9,182.92
1017.5,202.94
1016.3,196.22
1022,213.45
1015.9,186.22
1012.8,195.19
1012.1,195.67
1008.8,177.93
1001.6,173.49
1013.6,169.07
1036.2,165.95
1045,179.16
1051.2,185.17
1048.1,172.78
1035.6,188.42
1028,202.98
1051.6,202.61
1104.8,195.95
1086.2,202.61
1093.7,179.09
1088,172.58
1089.1,179.04
1104.7,176.24
1097.5,200.29
1095.4,182.61
1091.3,179.51
1094.8,193.82
1108,190.7
1101.5,189.57
1101.7,185.92
1121.8,219.45
1147,195.99
1145.8,166.01
1148.1,195.3
1152.7,212.98
1163.1,205.47
1139.5,204.93
1157.2,190.16
1039.9,184.93
1015,195.43
1037,202.8
1035.7,210.09
1028.4,212.79
1022.4,212.99
1039.3,201.36
1030.8,182.93
1011.5,188.49
1036.6,196.26
1036,199.26
1001.2,188.48
1001,165.18
997.99,195.25
1005.8,193.51
1004,200.05
942.29,209.6
980.88,218.94
991.24,193.91
952.74,198.93
957.1,177.35
955.08,167.94
958.78,196.39
1040.2,190.18
1102.8,182.88
1083.3,205.89
1080.3,216.13
1083.6,170.73
1088.4,188.94
1096.2,213.95
1103.3,193.4
1095.4,205.72
1131.9,200.12
1143.3,186.05
1126.4,196.77
1126.7,208.27
1160.4,203.87
1162.9,206.19
1156.9,177.35
1169.2,188.76
1163.3,246.84
1153.4,229.78
1151.5,213.08
1157.4,219.59
1163.6,192.43
1158.8,195.2
1170.4,214.05
1179.6,211.34
719.87,211.24
655.85,219.14
691.56,217.47
673.07,207.13
683.05,214.06
667.29,195.13
653.29,194.14
656.76,207.67
659.04,201.12
661.35,200.99
657.93,201.31
655.54,201.87
643.6,200.99
655.28,204.97
645.46,215.58
646.92,227.89
656.67,246.63
642.25,232.96
700.38,204.95
723.14,212.27
697.99,215.75
703.38,201.02
713.75,186.06
702.84,213.22
697.46,216.19
691.2,191.29
708.98,213.3
750.71,222.31
739.82,213.91
722.98,220.2
728.92,196.83
732.96,214.38
733.83,210.89
746.12,222.92
732.1,193.77
736.61,217.18
719.88,180.63
734.55,177.06
733.67,169.8
721.12,158.63
756.43,173.95
768.16,181.13
744.96,179.96
775.39,179.39
817.36,196.69
807.2,199.64
803.71,181.24
845.62,253.07
869.79,184.28
887.01,236.51
876.83,242.79
893.55,229.71
885.79,239.92
892.51,232.48
900.33,224.87
884.15,195.36
878.04,190.42
878.64,210.43
885.09,215.23
890.36,220
885.83,244.48
879.01,239.69
868.19,213.27
867.41,257.03
789.76,202.29
785.09,204.69
780.07,226.36
785.5,190.64
787,181.44
799.41,209.5
802.7,201.98
795.84,230.49
788.34,217.69
788.33,219.85
790.2,230.77
790.57,209.84
784.71,227.9
776.01,235.12
780.44,215.06
777.9,223.59
773.54,203.04
781.69,198.52
756.04,205.51
782.65,257.95
759.29,235.23
763.09,216.74
776.77,221.26
883.74,207.01
938.92,221.3
927.56,213.15
929.28,211.34
926.62,201.82
918.13,203.8
922.29,262.64
926.76,258.45
923.33,217.07
934.13,230.82
970.32,205.71
960.58,223.34
945,208.98
957.12,208.59
966.06,213.12
973.14,208.05
968.26,202.2
990.42,180.82
