"participant","set","activity","x","y","timestamp"
"P10","A","READ",1054,218,0
"P10","A","READ",989,295,22
"P10","A","READ",944,163,67
"P10","A","READ",965,360,97
"P10","A","READ",934,294,128
"P10","A","READ",795,172,157
"P10","A","READ",863,46,186
"P10","A","READ",878,102,214
"P10","A","READ",871,122,241
"P10","A","READ",856,121,268
"P10","A","READ",880,198,295
"P10","A","READ",769,239,322
"P10","A","READ",749,225,349
"P10","A","READ",745,235,379
"P10","A","READ",770,192,406
"P10","A","READ",760,240,433
"P10","A","READ",752,173,460
"P10","A","READ",772,209,487
"P10","A","READ",746,143,517
"P10","A","READ",756,234,545
"P10","A","READ",716,265,571
"P10","A","READ",723,302,598
"P10","A","READ",725,236,626
"P10","A","READ",755,297,653
"P10","A","READ",692,257,680
"P10","A","READ",715,254,707
"P10","A","READ",755,288,734
"P10","A","READ",715,204,761
"P10","A","READ",746,521,788
"P10","A","READ",778,328,1006
"P10","A","READ",751,253,1085
"P10","A","READ",788,226,1108
"P10","A","READ",732,256,1137
"P10","A","READ",720,203,1164
"P10","A","READ",704,145,1193
"P10","A","READ",733,186,1220
"P10","A","READ",698,218,1248
"P10","A","READ",726,189,1276
"P10","A","READ",709,190,1304
"P10","A","READ",716,250,1332
"P10","A","READ",816,201,1360
"P10","A","READ",779,212,1389
"P10","A","READ",799,217,1417
"P10","A","READ",804,193,1445
"P10","A","READ",783,188,1473
"P10","A","READ",796,188,1501
"P10","A","READ",787,198,1528
"P10","A","READ",788,190,1556
"P10","A","READ",785,145,1584
"P10","A","READ",886,224,1615
"P10","A","READ",876,157,1644
"P10","A","READ",886,119,1672
"P10","A","READ",875,189,1700
"P10","A","READ",885,152,1727
"P10","A","READ",877,163,1755
"P10","A","READ",879,196,1783
"P10","A","READ",884,113,1811
"P10","A","READ",900,218,1839
"P10","A","READ",875,187,1867
"P10","A","READ",739,282,1892
"P10","A","READ",747,212,1917
"P10","A","READ",761,258,1944
"P10","A","READ",739,242,1972
"P10","A","READ",706,249,1999
"P10","A","READ",741,235,2027
"P10","A","READ",704,251,2055
"P10","A","READ",727,240,2083
"P10","A","READ",675,159,2111
"P10","A","READ",717,193,2139
"P10","A","READ",831,307,2170
"P10","A","READ",810,258,2198
"P10","A","READ",772,216,2226
"P10","A","READ",841,262,2254
"P10","A","READ",802,261,2282
"P10","A","READ",812,255,2310
"P10","A","READ",895,223,2338
"P10","A","READ",872,201,2365
"P10","A","READ",891,275,2393
"P10","A","READ",880,386,2524
"P10","A","READ",881,165,2568
"P10","A","READ",879,258,2632
"P10","A","READ",845,225,2657
"P10","A","READ",864,245,2686
"P10","A","READ",842,165,2717
"P10","A","READ",864,213,2746
"P10","A","READ",878,226,2774
"P10","A","READ",878,234,2802
"P10","A","READ",883,236,2830
"P10","A","READ",918,193,2857
"P10","A","READ",926,216,2885
"P10","A","READ",910,275,2912
"P10","A","READ",931,206,2940
"P10","A","READ",915,196,2968
"P10","A","READ",897,253,2995
"P10","A","READ",915,253,3023
"P10","A","READ",922,239,3051
"P10","A","READ",905,241,3078
"P10","A","READ",901,318,3105
"P10","A","READ",916,229,3133
"P10","A","READ",923,260,3161
"P10","A","READ",963,273,3188
"P10","A","READ",998,227,3216
"P10","A","READ",952,285,3243
"P10","A","READ",962,238,3274
"P10","A","READ",973,307,3302
"P10","A","READ",974,221,3330
"P10","A","READ",997,251,3358
"P10","A","READ",961,239,3386
"P10","A","READ",1003,258,3413
"P10","A","READ",1033,262,3441
"P10","A","READ",1068,252,3469
"P10","A","READ",1042,246,3496
"P10","A","READ",1029,252,3524
"P10","A","READ",1032,212,3552
"P10","A","READ",1036,263,3579
"P10","A","READ",1041,219,3607
"P10","A","READ",1042,275,3634
"P10","A","READ",1044,244,3662
"P10","A","READ",1028,227,3689
"P10","A","READ",1050,280,3717
"P10","A","READ",1012,263,3745
"P10","A","READ",1041,245,3772
"P10","A","READ",1046,257,3800
"P10","A","READ",1023,248,3832
"P10","A","READ",1036,264,3860
"P10","A","READ",1109,208,3888
"P10","A","READ",1092,260,3916
"P10","A","READ",1122,253,3944
"P10","A","READ",1117,261,3973
"P10","A","READ",1110,253,4000
"P10","A","READ",1100,235,4027
"P10","A","READ",1113,249,4056
"P10","A","READ",1118,236,4084
"P10","A","READ",1091,291,4112
"P10","A","READ",1112,275,4139
"P10","A","READ",1092,251,4167
"P10","A","READ",1111,272,4195
"P10","A","READ",1116,275,4223
"P10","A","READ",1127,248,4250
"P10","A","READ",1160,209,4277
"P10","A","READ",1158,238,4305
"P10","A","READ",1144,246,4333
"P10","A","READ",1163,258,4360
"P10","A","READ",1164,254,4391
"P10","A","READ",1145,256,4419
"P10","A","READ",1153,251,4447
"P10","A","READ",1130,212,4474
"P10","A","READ",1194,248,4502
"P10","A","READ",1152,283,4530
"P10","A","READ",1217,256,4558
"P10","A","READ",1192,243,4585
"P10","A","READ",1189,268,4612
"P10","A","READ",1193,240,4639
"P10","A","READ",1179,293,4667
"P10","A","READ",1188,189,4695
"P10","A","READ",1201,260,4722
"P10","A","READ",1200,266,4750
"P10","A","READ",1209,234,4778
"P10","A","READ",1263,254,4807
"P10","A","READ",1229,222,4836
"P10","A","READ",1232,253,4864
"P10","A","READ",1231,166,4892
"P10","A","READ",1219,238,4924
"P10","A","READ",1225,249,4982
"P10","A","READ",727,225,5088
"P10","A","READ",695,254,5138
"P10","A","READ",723,264,5262
"P10","A","READ",692,266,5320
"P10","A","READ",719,219,5354
"P10","A","READ",778,290,5382
"P10","A","READ",792,261,5409
"P10","A","READ",721,204,5437
"P10","A","READ",758,242,5464
"P10","A","READ",767,235,5492
"P10","A","READ",791,213,5519
"P10","A","READ",806,252,5546
"P10","A","READ",820,240,5573
"P10","A","READ",785,264,5605
"P10","A","READ",814,267,5633
"P10","A","READ",771,212,5660
"P10","A","READ",779,222,5687
"P10","A","READ",786,258,5715
"P10","A","READ",821,219,5742
