"participant","set","activity","x","y","timestamp"
"P14","C","PLAY",1192,448,0
"P14","C","PLAY",1224,443,27
"P14","C","PLAY",1216,435,54
"P14","C","PLAY",1207,473,81
"P14","C","PLAY",1216,453,109
"P14","C","PLAY",1218,443,137
"P14","C","PLAY",1139,429,164
"P14","C","PLAY",1002,422,191
"P14","C","PLAY",976,415,218
"P14","C","PLAY",972,372,245
"P14","C","PLAY",984,406,272
"P14","C","PLAY",999,380,298
"P14","C","PLAY",946,386,325
"P14","C","PLAY",985,361,351
"P14","C","PLAY",983,391,378
"P14","C","PLAY",917,495,406
"P14","C","PLAY",928,553,435
"P14","C","PLAY",925,548,461
"P14","C","PLAY",936,510,488
"P14","C","PLAY",928,530,515
"P14","C","PLAY",930,519,542
"P14","C","PLAY",939,583,569
"P14","C","PLAY",927,584,596
"P14","C","PLAY",938,635,623
"P14","C","PLAY",942,618,650
"P14","C","PLAY",922,586,677
"P14","C","PLAY",927,597,704
"P14","C","PLAY",934,619,731
"P14","C","PLAY",909,593,758
"P14","C","PLAY",930,657,784
"P14","C","PLAY",932,617,811
"P14","C","PLAY",931,622,839
"P14","C","PLAY",935,625,866
"P14","C","PLAY",949,616,893
"P14","C","PLAY",925,617,920
"P14","C","PLAY",940,499,947
"P14","C","PLAY",945,459,978
"P14","C","PLAY",936,471,1006
"P14","C","PLAY",939,501,1032
"P14","C","PLAY",945,506,1059
"P14","C","PLAY",939,491,1086
"P14","C","PLAY",826,497,1215
"P14","C","PLAY",919,493,1248
"P14","C","PLAY",926,492,1314
"P14","C","PLAY",928,490,1339
"P14","C","PLAY",933,481,1364
"P14","C","PLAY",910,468,1390
"P14","C","PLAY",908,459,1417
"P14","C","PLAY",913,518,1444
"P14","C","PLAY",906,481,1471
"P14","C","PLAY",914,448,1498
"P14","C","PLAY",937,574,1527
"P14","C","PLAY",928,575,1555
"P14","C","PLAY",918,528,1582
"P14","C","PLAY",911,521,1609
"P14","C","PLAY",911,509,1635
"P14","C","PLAY",923,526,1662
"P14","C","PLAY",913,532,1689
"P14","C","PLAY",918,522,1715
"P14","C","PLAY",930,538,1742
"P14","C","PLAY",918,533,1769
"P14","C","PLAY",916,512,1795
"P14","C","PLAY",938,526,1822
"P14","C","PLAY",925,558,1849
"P14","C","PLAY",924,505,1876
"P14","C","PLAY",938,556,1903
"P14","C","PLAY",955,546,1930
"P14","C","PLAY",931,498,1957
"P14","C","PLAY",942,498,1984
"P14","C","PLAY",930,474,2011
"P14","C","PLAY",946,510,2038
"P14","C","PLAY",955,500,2068
"P14","C","PLAY",938,492,2096
"P14","C","PLAY",951,492,2123
"P14","C","PLAY",954,491,2150
"P14","C","PLAY",949,496,2177
"P14","C","PLAY",939,519,2204
"P14","C","PLAY",959,514,2232
"P14","C","PLAY",944,497,2259
"P14","C","PLAY",955,487,2286
"P14","C","PLAY",938,491,2313
"P14","C","PLAY",942,507,2340
"P14","C","PLAY",956,476,2367
"P14","C","PLAY",948,515,2394
