participant,set,activity,x,y,timestamp
P16,A,BROWSE,831,327,0
P16,A,BROWSE,849,346,24
P16,A,BROWSE,721,309,50
P16,A,BROWSE,366,247,79
P16,A,BROWSE,335,231,106
P16,A,BROWSE,347,218,134
P16,A,BROWSE,335,203,162
P16,A,BROWSE,349,163,191
P16,A,BROWSE,330,187,220
P16,A,BROWSE,359,207,248
P16,A,BROWSE,337,195,277
P16,A,BROWSE,341,224,306
P16,A,BROWSE,342,216,333
P16,A,BROWSE,330,227,361
P16,A,BROWSE,263,230,388
P16,A,BROWSE,273,236,416
P16,A,BROWSE,264,248,443
P16,A,BROWSE,249,216,472
P16,A,BROWSE,256,226,500
P16,A,BROWSE,253,247,528
P16,A,BROWSE,214,227,555
P16,A,BROWSE,204,236,583
P16,A,BROWSE,194,224,611
P16,A,BROWSE,210,250,639
P16,A,BROWSE,207,245,668
P16,A,BROWSE,244,287,697
P16,A,BROWSE,189,251,725
P16,A,BROWSE,181,223,754
P16,A,BROWSE,208,273,779
P16,A,BROWSE,200,242,804
P16,A,BROWSE,210,274,829
P16,A,BROWSE,202,255,854
P16,A,BROWSE,218,266,883
P16,A,BROWSE,281,232,910
P16,A,BROWSE,266,252,939
P16,A,BROWSE,270,265,968
P16,A,BROWSE,-9,337,997
P16,A,BROWSE,261,241,1027
P16,A,BROWSE,290,263,1057
P16,A,BROWSE,270,255,1086
P16,A,BROWSE,267,245,1115
P16,A,BROWSE,337,253,1145
P16,A,BROWSE,374,246,1173
P16,A,BROWSE,374,268,1201
P16,A,BROWSE,389,242,1228
P16,A,BROWSE,385,225,1256
P16,A,BROWSE,377,236,1285
P16,A,BROWSE,389,265,1313
P16,A,BROWSE,381,259,1340
P16,A,BROWSE,383,238,1369
P16,A,BROWSE,393,268,1397
P16,A,BROWSE,361,258,1425
P16,A,BROWSE,371,223,1453
P16,A,BROWSE,365,242,1480
P16,A,BROWSE,374,246,1507
P16,A,BROWSE,378,239,1534
P16,A,BROWSE,458,258,1561
P16,A,BROWSE,437,256,1590
