"participant","set","activity","x","y","timestamp"
"P12","C","INTERPRET",899,520,0
"P12","C","INTERPRET",904,637,51
"P12","C","INTERPRET",396,396,166
"P12","C","INTERPRET",318,394,285
"P12","C","INTERPRET",305,381,366
"P12","C","INTERPRET",311,360,407
"P12","C","INTERPRET",296,370,437
"P12","C","INTERPRET",308,388,468
"P12","C","INTERPRET",300,403,498
"P12","C","INTERPRET",305,415,528
"P12","C","INTERPRET",313,378,559
"P12","C","INTERPRET",303,368,590
"P12","C","INTERPRET",304,382,621
"P12","C","INTERPRET",322,412,651
"P12","C","INTERPRET",298,378,682
"P12","C","INTERPRET",283,281,712
"P12","C","INTERPRET",270,266,742
"P12","C","INTERPRET",265,254,772
"P12","C","INTERPRET",263,279,802
"P12","C","INTERPRET",276,297,833
"P12","C","INTERPRET",265,284,864
"P12","C","INTERPRET",268,299,899
"P12","C","INTERPRET",265,369,931
"P12","C","INTERPRET",275,404,963
"P12","C","INTERPRET",269,366,995
"P12","C","INTERPRET",281,386,1027
"P12","C","INTERPRET",248,391,1060
"P12","C","INTERPRET",256,351,1093
"P12","C","INTERPRET",259,361,1133
"P12","C","INTERPRET",259,307,1167
"P12","C","INTERPRET",250,350,1200
"P12","C","INTERPRET",249,353,1233
"P12","C","INTERPRET",240,176,1268
"P12","C","INTERPRET",237,185,1303
"P12","C","INTERPRET",236,157,1340
"P12","C","INTERPRET",288,320,1385
"P12","C","INTERPRET",262,235,1422
"P12","C","INTERPRET",214,126,1465
"P12","C","INTERPRET",226,141,1503
"P12","C","INTERPRET",206,118,1541
"P12","C","INTERPRET",215,108,1580
"P12","C","INTERPRET",211,103,1618
"P12","C","INTERPRET",238,230,1665
"P12","C","INTERPRET",263,349,1704
"P12","C","INTERPRET",272,319,1742
"P12","C","INTERPRET",259,317,1780
"P12","C","INTERPRET",244,328,1819
"P12","C","INTERPRET",268,294,1858
"P12","C","INTERPRET",253,278,1888
"P12","C","INTERPRET",262,276,1928
"P12","C","INTERPRET",582,362,3335
"P12","C","INTERPRET",669,361,3373
"P12","C","INTERPRET",637,482,3653
"P12","C","INTERPRET",518,409,3690
"P12","C","INTERPRET",407,410,3760
"P12","C","INTERPRET",416,425,3792
"P12","C","INTERPRET",422,427,3825
"P12","C","INTERPRET",401,435,3865
"P12","C","INTERPRET",403,433,3904
"P12","C","INTERPRET",398,427,3937
"P12","C","INTERPRET",394,428,3972
"P12","C","INTERPRET",407,446,4010
"P12","C","INTERPRET",397,452,4048
"P12","C","INTERPRET",397,441,4086
"P12","C","INTERPRET",402,433,4126
"P12","C","INTERPRET",396,435,4167
"P12","C","INTERPRET",384,412,4207
"P12","C","INTERPRET",383,403,4246
"P12","C","INTERPRET",380,392,4290
"P12","C","INTERPRET",306,147,4332
"P12","C","INTERPRET",160,25,4375
"P12","C","INTERPRET",1040,-36,5076
"P12","C","INTERPRET",974,11,5115
"P12","C","INTERPRET",1025,-18,5154
"P12","C","INTERPRET",987,-42,5186
"P12","C","INTERPRET",978,-76,5214
"P12","C","INTERPRET",985,11,5252
"P12","C","INTERPRET",574,402,5491
"P12","C","INTERPRET",577,355,5520
"P12","C","INTERPRET",550,386,5555
"P12","C","INTERPRET",546,386,5594
"P12","C","INTERPRET",542,401,5631
"P12","C","INTERPRET",559,423,5673
"P12","C","INTERPRET",564,414,5710
"P12","C","INTERPRET",568,401,5749
"P12","C","INTERPRET",576,417,5803
"P12","C","INTERPRET",417,502,5861
"P12","C","INTERPRET",407,493,5914
"P12","C","INTERPRET",422,499,5969
"P12","C","INTERPRET",422,499,6022
"P12","C","INTERPRET",422,494,6074
"P12","C","INTERPRET",417,501,6124
"P12","C","INTERPRET",359,359,6175
"P12","C","INTERPRET",367,346,6227
"P12","C","INTERPRET",365,365,6278
"P12","C","INTERPRET",371,375,6329
"P12","C","INTERPRET",360,409,6382
"P12","C","INTERPRET",357,412,6432
"P12","C","INTERPRET",366,341,6480
"P12","C","INTERPRET",356,372,6530
"P12","C","INTERPRET",298,338,6570
"P12","C","INTERPRET",361,358,6620
"P12","C","INTERPRET",359,370,6672
"P12","C","INTERPRET",381,330,6722
"P12","C","INTERPRET",382,335,6774
"P12","C","INTERPRET",328,397,6807
"P12","C","INTERPRET",327,391,6841
"P12","C","INTERPRET",329,402,6874
"P12","C","INTERPRET",333,416,6907
"P12","C","INTERPRET",342,409,6940
"P12","C","INTERPRET",325,416,6974
"P12","C","INTERPRET",327,421,7007
"P12","C","INTERPRET",335,419,7041
"P12","C","INTERPRET",324,411,7074
"P12","C","INTERPRET",329,417,7108
"P12","C","INTERPRET",325,421,7143
"P12","C","INTERPRET",483,429,7179
"P12","C","INTERPRET",578,469,7213
"P12","C","INTERPRET",581,474,7239
"P12","C","INTERPRET",576,474,7271
"P12","C","INTERPRET",585,477,7305
"P12","C","INTERPRET",576,473,7338
"P12","C","INTERPRET",578,481,7371
"P12","C","INTERPRET",571,487,7404
"P12","C","INTERPRET",574,480,7438
"P12","C","INTERPRET",574,491,7471
"P12","C","INTERPRET",582,490,7505
"P12","C","INTERPRET",434,493,7538
"P12","C","INTERPRET",424,513,7571
"P12","C","INTERPRET",417,496,7604
"P12","C","INTERPRET",415,484,7636
"P12","C","INTERPRET",416,490,7669
"P12","C","INTERPRET",410,462,7703
