"participant","set","activity","x","y","timestamp"
"P20","A","BROWSE",249,17,0
"P20","A","BROWSE",243,7,26
"P20","A","BROWSE",188,32,52
"P20","A","BROWSE",172,16,78
"P20","A","BROWSE",184,54,105
"P20","A","BROWSE",200,49,131
"P20","A","BROWSE",191,65,157
"P20","A","BROWSE",186,94,183
"P20","A","BROWSE",175,26,209
"P20","A","BROWSE",171,14,235
"P20","A","BROWSE",164,59,262
"P20","A","BROWSE",155,42,288
"P20","A","BROWSE",189,64,314
"P20","A","BROWSE",168,125,340
"P20","A","BROWSE",165,108,367
"P20","A","BROWSE",160,81,395
"P20","A","BROWSE",163,111,422
"P20","A","BROWSE",174,118,448
"P20","A","BROWSE",162,117,475
"P20","A","BROWSE",150,90,502
"P20","A","BROWSE",169,128,528
"P20","A","BROWSE",157,97,555
"P20","A","BROWSE",220,214,582
"P20","A","BROWSE",268,362,609
"P20","A","BROWSE",261,392,636
"P20","A","BROWSE",264,370,663
"P20","A","BROWSE",263,379,690
"P20","A","BROWSE",251,382,717
"P20","A","BROWSE",274,397,744
"P20","A","BROWSE",211,291,772
"P20","A","BROWSE",189,285,800
"P20","A","BROWSE",213,287,828
"P20","A","BROWSE",202,310,857
"P20","A","BROWSE",182,273,886
"P20","A","BROWSE",192,255,914
"P20","A","BROWSE",184,257,943
"P20","A","BROWSE",184,262,971
"P20","A","BROWSE",195,288,999
"P20","A","BROWSE",196,279,1026
"P20","A","BROWSE",183,263,1053
"P20","A","BROWSE",194,228,1081
"P20","A","BROWSE",183,293,1108
"P20","A","BROWSE",200,248,1135
"P20","A","BROWSE",188,272,1162
"P20","A","BROWSE",196,268,1189
"P20","A","BROWSE",242,275,1216
"P20","A","BROWSE",225,291,1243
"P20","A","BROWSE",219,305,1269
"P20","A","BROWSE",214,262,1296
"P20","A","BROWSE",227,251,1323
"P20","A","BROWSE",235,250,1350
"P20","A","BROWSE",217,249,1376
"P20","A","BROWSE",189,328,1403
"P20","A","BROWSE",207,351,1431
"P20","A","BROWSE",217,368,1458
"P20","A","BROWSE",203,342,1488
"P20","A","BROWSE",201,351,1516
"P20","A","BROWSE",179,358,1544
"P20","A","BROWSE",212,353,1571
"P20","A","BROWSE",213,350,1599
"P20","A","BROWSE",219,362,1627
"P20","A","BROWSE",206,350,1655
"P20","A","BROWSE",200,346,1683
"P20","A","BROWSE",208,354,1710
"P20","A","BROWSE",203,379,1738
"P20","A","BROWSE",196,416,1765
"P20","A","BROWSE",207,418,1793
"P20","A","BROWSE",152,472,1823
"P20","A","BROWSE",205,449,1850
"P20","A","BROWSE",187,431,1877
"P20","A","BROWSE",189,358,1904
"P20","A","BROWSE",195,454,1931
"P20","A","BROWSE",154,453,1959
"P20","A","BROWSE",151,435,1986
"P20","A","BROWSE",157,450,2013
"P20","A","BROWSE",149,423,2041
"P20","A","BROWSE",150,424,2069
"P20","A","BROWSE",157,475,2095
"P20","A","BROWSE",148,447,2122
"P20","A","BROWSE",146,435,2148
"P20","A","BROWSE",167,444,2175
"P20","A","BROWSE",241,465,2202
"P20","A","BROWSE",216,470,2228
"P20","A","BROWSE",207,451,2255
"P20","A","BROWSE",211,444,2282
"P20","A","BROWSE",223,450,2309
"P20","A","BROWSE",251,453,2335
"P20","A","BROWSE",254,364,2362
"P20","A","BROWSE",290,127,2389
"P20","A","BROWSE",288,85,2419
"P20","A","BROWSE",303,94,2446
"P20","A","BROWSE",279,93,2472
"P20","A","BROWSE",289,87,2499
"P20","A","BROWSE",320,111,2526
"P20","A","BROWSE",341,57,2552
"P20","A","BROWSE",379,59,2581
"P20","A","BROWSE",381,26,2608
"P20","A","BROWSE",376,21,2635
"P20","A","BROWSE",372,58,2662
"P20","A","BROWSE",378,58,2689
"P20","A","BROWSE",388,72,2715
"P20","A","BROWSE",348,-20,2742
"P20","A","BROWSE",376,17,2769
"P20","A","BROWSE",381,49,2796
"P20","A","BROWSE",355,15,2823
"P20","A","BROWSE",353,10,2850
"P20","A","BROWSE",390,67,2877
"P20","A","BROWSE",366,35,2904
"P20","A","BROWSE",376,41,2932
"P20","A","BROWSE",368,6,2959
"P20","A","BROWSE",330,-5,2986
"P20","A","BROWSE",360,11,3013
"P20","A","BROWSE",360,6,3040
"P20","A","BROWSE",384,42,3068
"P20","A","BROWSE",361,32,3095
"P20","A","BROWSE",366,41,3124
"P20","A","BROWSE",365,24,3151
"P20","A","BROWSE",373,59,3179
"P20","A","BROWSE",372,63,3206
"P20","A","BROWSE",356,23,3235
"P20","A","BROWSE",373,27,3262
"P20","A","BROWSE",375,37,3290
"P20","A","BROWSE",367,41,3317
"P20","A","BROWSE",377,26,3344
"P20","A","BROWSE",364,23,3371
"P20","A","BROWSE",361,26,3398
"P20","A","BROWSE",362,29,3425
"P20","A","BROWSE",397,-2,3453
"P20","A","BROWSE",342,5,3479
"P20","A","BROWSE",344,158,3507
"P20","A","BROWSE",303,1307,3587
"P20","A","BROWSE",104,88,5702
"P20","A","BROWSE",111,73,5742
"P20","A","BROWSE",120,41,5776
"P20","A","BROWSE",129,47,5804
"P20","A","BROWSE",126,32,5838
"P20","A","BROWSE",127,-9,5862
"P20","A","BROWSE",110,40,5889
"P20","A","BROWSE",134,27,5916
"P20","A","BROWSE",148,8,5942
"P20","A","BROWSE",141,35,5969
"P20","A","BROWSE",132,28,5997
"P20","A","BROWSE",118,45,6023
"P20","A","BROWSE",125,32,6050
"P20","A","BROWSE",131,29,6076
"P20","A","BROWSE",420,-282,6102
"P20","A","BROWSE",722,-826,6129
"P20","A","BROWSE",1146,1772,8362
"P20","A","BROWSE",157,26,8946
"P20","A","BROWSE",152,95,8967
"P20","A","BROWSE",160,95,8996
"P20","A","BROWSE",141,41,9023
"P20","A","BROWSE",161,66,9049
"P20","A","BROWSE",171,91,9076
"P20","A","BROWSE",161,96,9102
"P20","A","BROWSE",164,87,9128
"P20","A","BROWSE",168,83,9154
"P20","A","BROWSE",164,74,9181
