participant,set,activity,x,y,timestamp
P08,A,WATCH,1098,56,0
P08,A,WATCH,1092,61,31
P08,A,WATCH,1090,60,63
P08,A,WATCH,1092,62,92
P08,A,WATCH,842,87,123
P08,A,WATCH,708,72,160
P08,A,WATCH,715,68,194
P08,A,WATCH,730,73,230
P08,A,WATCH,731,71,263
P08,A,WATCH,680,162,293
P08,A,WATCH,671,522,321
P08,A,WATCH,674,549,358
P08,A,WATCH,676,527,392
P08,A,WATCH,686,527,425
P08,A,WATCH,672,523,455
P08,A,WATCH,671,523,485
P08,A,WATCH,677,531,514
P08,A,WATCH,678,533,548
P08,A,WATCH,682,532,581
P08,A,WATCH,679,530,612
P08,A,WATCH,680,544,646
P08,A,WATCH,338,843,680
P08,A,WATCH,110,1074,714
P08,A,WATCH,114,1055,747
P08,A,WATCH,117,1055,783
P08,A,WATCH,126,1060,816
P08,A,WATCH,134,1056,847
P08,A,WATCH,123,1046,881
P08,A,WATCH,119,1045,913
P08,A,WATCH,131,1048,944
P08,A,WATCH,123,1045,975
P08,A,WATCH,118,1050,1008
P08,A,WATCH,221,988,1039
P08,A,WATCH,597,594,1070
P08,A,WATCH,645,524,1102
P08,A,WATCH,628,529,1135
P08,A,WATCH,636,529,1168
P08,A,WATCH,624,532,1204
P08,A,WATCH,636,526,1237
P08,A,WATCH,920,375,1276
P08,A,WATCH,1104,277,1308
P08,A,WATCH,1110,277,1349
P08,A,WATCH,1122,259,1386
P08,A,WATCH,1099,277,1426
P08,A,WATCH,1111,275,1463
P08,A,WATCH,1133,266,1504
P08,A,WATCH,965,275,1540
P08,A,WATCH,923,267,1573
P08,A,WATCH,924,260,1609
P08,A,WATCH,919,275,1646
P08,A,WATCH,923,265,1682
P08,A,WATCH,916,274,1716
P08,A,WATCH,909,276,1752
P08,A,WATCH,890,271,1786
P08,A,WATCH,914,271,1829
P08,A,WATCH,800,319,1859
P08,A,WATCH,748,323,1897
P08,A,WATCH,751,328,1941
P08,A,WATCH,736,331,1977
P08,A,WATCH,750,327,2013
P08,A,WATCH,661,329,2053
P08,A,WATCH,398,312,2093
P08,A,WATCH,400,307,2129
P08,A,WATCH,395,307,2168
P08,A,WATCH,408,309,2204
P08,A,WATCH,405,305,2241
P08,A,WATCH,400,303,2277
P08,A,WATCH,517,318,2315
P08,A,WATCH,918,282,2352
P08,A,WATCH,1115,261,2391
