participant,set,activity,x,y,timestamp
P18,C,DEBUG,940,532,0
P18,C,DEBUG,916,526,38
P18,C,DEBUG,431,597,76
P18,C,DEBUG,303,635,152
P18,C,DEBUG,298,632,178
P18,C,DEBUG,292,639,224
P18,C,DEBUG,295,642,255
P18,C,DEBUG,177,597,286
P18,C,DEBUG,183,597,315
P18,C,DEBUG,179,603,357
P18,C,DEBUG,180,602,397
P18,C,DEBUG,173,600,440
P18,C,DEBUG,189,611,483
P18,C,DEBUG,172,601,520
P18,C,DEBUG,144,572,564
P18,C,DEBUG,140,584,601
P18,C,DEBUG,133,560,639
P18,C,DEBUG,137,571,689
P18,C,DEBUG,143,591,727
P18,C,DEBUG,132,568,765
P18,C,DEBUG,132,569,819
P18,C,DEBUG,135,561,858
P18,C,DEBUG,136,571,902
P18,C,DEBUG,144,572,948
P18,C,DEBUG,140,566,987
P18,C,DEBUG,136,555,1026
P18,C,DEBUG,144,560,1065
P18,C,DEBUG,139,549,1103
P18,C,DEBUG,140,556,1141
P18,C,DEBUG,142,552,1180
P18,C,DEBUG,137,553,1217
P18,C,DEBUG,127,561,1257
P18,C,DEBUG,195,633,1295
P18,C,DEBUG,199,634,1332
P18,C,DEBUG,191,646,1372
P18,C,DEBUG,192,648,1409
P18,C,DEBUG,192,641,1446
P18,C,DEBUG,191,648,1483
P18,C,DEBUG,117,499,1522
P18,C,DEBUG,113,498,1562
P18,C,DEBUG,132,495,1602
P18,C,DEBUG,140,515,1642
P18,C,DEBUG,139,500,1681
P18,C,DEBUG,144,501,1721
P18,C,DEBUG,128,515,1761
P18,C,DEBUG,197,499,1801
P18,C,DEBUG,140,503,1836
P18,C,DEBUG,194,474,1889
P18,C,DEBUG,215,486,1931
P18,C,DEBUG,230,499,1973
P18,C,DEBUG,281,475,2007
P18,C,DEBUG,233,478,2060
P18,C,DEBUG,243,487,2099
P18,C,DEBUG,280,506,2139
P18,C,DEBUG,277,497,2173
P18,C,DEBUG,279,496,2226
P18,C,DEBUG,277,510,2264
P18,C,DEBUG,273,507,2305
P18,C,DEBUG,275,496,2340
P18,C,DEBUG,299,493,2393
P18,C,DEBUG,372,494,2431
P18,C,DEBUG,361,497,2472
P18,C,DEBUG,343,508,2510
P18,C,DEBUG,252,487,2565
P18,C,DEBUG,233,454,2603
P18,C,DEBUG,248,462,2645
P18,C,DEBUG,212,459,2679
P18,C,DEBUG,213,462,2734
